TwitterID,UserName,TweeterHandle,UserID,RetweetCount,FollowerCount,FriendCount,TweetText,TweetLanguage,Location,Time,TweetSourceType,Sentiment,ConfidencePositiveSen,ConfidenceNeutralSen,ConfidenceNegativeSen,TranslatedText,UAEInterest
1435474100034711555,Olivier PONS,Olivier72503708,1383089040728190978,0,4,21,@migwell2 @TahitinuiTV Le vaccin contre le tétanos ne protège pas des risques de développer une forme grave de la covid. Je sais ce que c'est de perdre un proche non. vacciné à cause de cette merde de virus 😢 Donc ton argumentaire aveugle à la Philippot tu te le gardes pour toi stp 😔,fr,,2021-09-08 05:24:29.000,COVID,mixed,0.30,0.02,0.68,@migwell2 @TahitinuiTV The tetanus vaccine does not protect against the risks of developing a severe form of covid. I know what its like to lose a loved one no. vaccinated because of this of virus ?? So your blind argument to the Philippot you keep it for you stp ??,0
1435598057018740736,M.G.Herr,MGHerr1,1428733228010123268,0,19,125,Corona-Impfung ohne Risiko? – Sanofis Dengue-Desaster als Warnung vor La... https://t.co/EeIgstm1hZ via @YouTube,de,,2021-09-08 13:37:03.000,COVID,mixed,0.45,0.01,0.54,Corona vaccination without risk? – Sanofis dengue disaster as a warning of La... https://t.co/EeIgstm1hZ via @YouTube,0
1435730845487218692,Selam(سﻻم),Selam56963502,1412380185597558784,1420,328,334,"RT @ProfSFindik: Evlatlarımızı kaybetmeye başladık..,,
genç ve çocuklarda ölüm riski YÜZBİNDE BİR olan covid-19 a karşı ruhsat almamış,fazl…",tr,,2021-09-08 22:24:42.000,COVID,negative,0.00,0.00,1.00,"RT @ProfSFindik: Were starting to lose our children...
the risk of death in young people and children is one hundred years...",0
1435824573874909187,mubejja sean,Meghan55671,1345750796613332992,26,104,227,"RT @NamaraSavannah: You could be at a higher risk of contracting the deadly Corona Virus. Vaccination is now open to the public, Visit any…",en,"Masaka, Uganda",2021-09-09 04:37:09.000,COVID,negative,0.00,0.00,1.00,NULL,0
1435851660706951170,Chipping #FBPE #FBPPR,sliced90,1536085140,398,383,357,RT @Sandyboots2020: “People recovering from Covid appeared to be at a three times higher risk of needing a kidney transplant or dialysis fo…,en,,2021-09-09 06:24:47.000,COVID,negative,0.00,0.00,1.00,NULL,0
1435884991125331969,S.L. Ray,SimonLRay,3576058463,0,290,1461,"@ntvde #Impfpflicht kann vor dem Verfassungsgericht nur bestehen, wenn sie Sinn macht.
Da #Corona Impfung nicht vor Infektion u Verbreitung schützt, kann es nur um Zwangsselbstschutz u Schutz vor Kliniküberlastung gehen. 
Daher kommt Impfpflicht nur für Alte u Risikogruppen in Betracht.",de,"Hamburg, Deutschland",2021-09-09 08:37:13.000,COVID,negative,0.02,0.00,0.98,"@ntvde #Impfpflicht can only stand before the Constitutional Court if it makes sense.
Since #Corona vaccination does not protect against infection and spread, it can only be about forced self-protection and protection against hospital overload. 
Therefore, mandatory vaccination is only possible for old people and risk groups.",0
1436047990712643584,Sanctified Seminole! ✝️🍢,seabass4592,18551661,37,773,1638,RT @SharylAttkisson: (Study) 'Strong association' between Covid-19 vaccine and risk of heart inflammation;  increased risk of lymphadenopat…,en,"St Augustine, FL",2021-09-09 19:24:56.000,COVID,negative,0.00,0.00,1.00,NULL,0
1436051131101241348,Tilly,Mikesch1705,1422634470595776514,5,125,156,"RT @avoelsen: BREAKING

In den USA ist das Risiko einer durch #Impfung verursachten #Myokarditis (86% hospitalisiert) für gesunde 12-17 jäh…",de,,2021-09-09 19:37:24.000,COVID,negative,0.00,0.00,1.00,"RT @avoelsen: BREAKING

In the U.S., the risk of #Myokarditis caused by #Impfung (86% hospitalized) is for healthy 12-17 years old.",0
1436066227227607046,denkanstosz,mahuga,91323444,21,272,99,"RT @risklayer: #Deutschland #Corona 7-Tages-Inzidenz 09.09.2021 (Berichtigt):
Links: Alle Altersklassen      Rechts: Nur 5-14 Jährige https…",de,"Hamburg, Germany",2021-09-09 20:37:24.000,COVID,neutral,0.04,0.73,0.23,"RT @risklayer: #Deutschland #Corona 7-day incidence 09.09.2021 (corrected):
Left: All ages Right: Only 5-14 year olds https...",0
1436108402837557255,Marsh Alex,marsh_alex8,1435773307916271616,1,8,81,RT @AnnieGardener3: COVID-19 vaccination certificates at risk of forgery after discovery of another security flaw https://t.co/UX1wM6a2xr,en,,2021-09-09 23:24:59.000,COVID,negative,0.01,0.00,0.99,NULL,0
1436501074509279235,🌸Pinky🌸,pinkismykink,1160954847249784832,417,608,676,RT @RWMaloneMD: anyone else bothered by 80 year olds at highest risk of COVID disease and death telling those at low risk that they are man…,en,"Earth, I think",2021-09-11 01:25:19.000,COVID,negative,0.00,0.00,1.00,NULL,0
1436564609264078848,APBIOonly,APBIOonly,1280212909843308544,0,50,885,@MollyJongFast And Denmark Sweden Norway England are Corona stock traders.  No masks &lt;12 Eng.  &lt;9th Swiss varies. CO2/vent. CDC &amp; Europe see low risk in kids with Delta https://t.co/Wm0yUeuHqQ https://t.co/vRJ8PUQVh1   https://t.co/f1hzhd7KY6. 3 pic England https://t.co/BEFa82UuPz,en,"Tucson, AZ",2021-09-11 05:37:47.000,COVID,negative,0.00,0.03,0.97,NULL,0
1436621894715908100,🐍,meganpvt,1912109383,0,438,73,"@Niggvtivity C’est pas un des risques les plus importants du covid non plus donc faut savoir comparer les bons chiffres et des vrais chiffres, pas ceux que l’état veut nous faire gober",fr,"Toulouse, France",2021-09-11 09:25:25.000,COVID,negative,0.16,0.01,0.83,"@Niggvtivity Its not one of the most important risks of covid either so we must know how to compare the right figures and real figures, not those that the state wants us to swallow",0
1436636998110941190,Bladsten,Bladsten,871145621662597120,0,1361,1350,@DissidentLazy @DrCapitalP @d_tenn81 @genusfrenologen Ang extrem förvirrad. Så trots att inte SARS-CoV-2 kunnat isolerats med Koch´s Postulat och PCR-test visar &gt;97% false positive. Att en läkare på big pharmas lönelista kan lägga handen på den dödes panna och konstatera covid? Verkligen??,sv,,2021-09-11 10:25:26.000,COVID,negative,0.00,0.00,1.00,"@DissidentLazy @DrCapitalP @d_tenn81 @genusfrenologen Ang extremely confused. So even though SARS-CoV-2 could not have been isolated with Kochs Postulate and PCR test, &gt;97% shows false positive. That a doctor on big pharmas payroll can put his hand on the dead mans forehead and diagnose COVID? Really??",0
1436881769878339587,Ajayramsali,Ajayramsali1,936233566626766849,8546,248,950,"RT @RahulGandhi: I salute each one of these doctors for risking their lives to save our nation from Corona crisis. 

These martyrs braved a…",en,kudligi,2021-09-12 02:38:04.000,COVID,mixed,0.43,0.07,0.50,NULL,0
1436969250640605184,berry,iamchiringo,1329460132967821314,5,10,24,RT @Miguelnbc: Student Risks. Our @NBCNightlyNews story tonight: Los Angeles school district approves Covid vaccine mandate for eligible st…,en,,2021-09-12 08:25:41.000,COVID,negative,0.03,0.02,0.95,NULL,0
1437029660848689153,John,john_j83,1305930566538326017,0,15,34,"@FBenthos @KerridgeTony @talkRADIO @iancollinsuk @beverleyturner No I’ve got the fact kids aren’t getting vaccinated as covid isn’t a risk to them, vaccine passports have been scrapped and looking like PCR tests for travelling are on the way out. Everything is supporting my argument. You want the opposite 😂😂 you absolute MUSHROOM!",en,,2021-09-12 12:25:44.000,COVID,mixed,0.73,0.01,0.26,NULL,0
1437165585281003520,Jeff Baker,JeffBak32958727,1354586492,0,49,173,@Meisheaven The irony is his age group are the least vulnerable to any of the COVID variants. Some civil litigation attorney is licking his chops right now. My question is why give them the mRNA vaccines from Moderna and Pfizer when they could take the less risky vaccine from J&amp;J?,en,,2021-09-12 21:25:51.000,COVID,negative,0.05,0.09,0.86,NULL,0
1437304645064536065,Hüseyin¹⁹⁰⁷,huseyin07krts,1143791631293923328,205,121,265,"RT @srkninci: Corona hakkında belediyede konuşan Amerikalı vatandaş,

Bir arı tarafından 0.0001 sokulma riski olduğu için koruyucu giysiyle…",tr,,2021-09-13 06:38:25.000,COVID,negative,0.00,0.01,0.99,"RT @srkninci: American citizen who spoke about Corona at city hall

Since there is a risk of 0.0001 being stung by a bee,...",0
1437365044430376963,cryptoliverbird.crypto,chris40taylor,935665398611050497,0,167,130,"@GBRChris_A @cricketwyvern The risk of getting a vaccine injury, however small, is still greater than the risk from Covid. So there will never be a scientific or moral basis for vaccinating healthy children against Corona Virus.",en,"South West, England",2021-09-13 10:38:26.000,COVID,negative,0.03,0.01,0.96,NULL,0
1437528053928890371,Sarah Rumpf,rumpfshaker,23283299,4,26391,5329,RT @Mediaite: Bloomberg Serves Up Clickbait to Antivaxxers With Headline That Wildly Exaggerates Covid Risk to Vaccinated Brits (Opinion by…,en,"Tallahassee, FL",2021-09-13 21:26:10.000,COVID,negative,0.00,0.00,1.00,NULL,0
1437648875733540868,G,geordiebirdie,419912457,0,179,445,"The winter Covid plan will be marked by delay, confusion and ignorance.Sound familiar? | Coronavirus | The Guardian ‘This worryingly persistent and flawed approach ignores the hazardous and evolving nature of the virus.’ #covid19uk  ⁦@educationgovuk⁩ https://t.co/xsAmp89Qtk",en,United Kingdom,2021-09-14 05:26:16.000,COVID,negative,0.00,0.00,1.00,NULL,0
1437754596030615557,Breezy,Breezy2931,3188935156,7642,312,238,RT @NICKIMINAJ: I have an infant with no nannies during COVID. who mad? Not risking his health to be seen. One yaself.,en,,2021-09-14 12:26:22.000,COVID,negative,0.05,0.06,0.89,NULL,0
1437875424516792329,Paula VanLaningham 💙,prvanlan,1340155357310672896,0,65,274,"I swear I’ve seen this headline before.

Bring in measures soon or risk 7,000 daily Covid hospitalisations, Sage warns https://t.co/Q70xbJE67C",en,United Kingdom,2021-09-14 20:26:30.000,COVID,negative,0.04,0.26,0.70,NULL,0
1437923825749008386,Myst𝄢,EmmaMyst7,1346234706854080515,0,73,65,"Eu não vou pra presencial por três motivos:
1. Risco altíssimo de pegar corona;
2. Não vou bater continência como se estivéssemos no exército;
3. Já somos considerados números há muito tempo, mas porra, colocar CGM na camisa do uniforme é pedir o meu ódio.",pt,"📖: Tudo Valeu A Pena, Zíbia G",2021-09-14 23:38:50.000,COVID,negative,0.00,0.11,0.89,"Im not going face-to-face for three reasons:
1. Very high risk of catching corona;
2. I will not salute as if we were in the army;
3. Weve been considered numbers for a long time, but fucking, putting CGM on the uniform shirt is asking for my hate.",0
1438407118030258177,May,may777777777,3717963855,15,88,88,"RT @Houkie2806: “Van Dissel verwacht toename corona-infecties door versoepelingen en herfst, maar veel is onzeker.” De leugenaar. Hij weet…",nl,,2021-09-16 07:39:15.000,COVID,mixed,0.23,0.11,0.66,"RT @Houkie2806: Van Dissel expects an increase in corona infections due to relaxations and autumn, but much is uncertain. The liar. He knows...",0
1438407122522234886,さようならコロナ.bot,adios_corona,1330920357457346576,0,15002,1,"Q)COVID-19の重症度は感染したウイルス量に依存しますか？
A)多くの観察結果は重症度が感染量に依存することを示唆します。マスクを着用すると感染予防だけでなく感染した場合の重症度も低下します。感染リスクを減らし、他人を保護し、重症化リスクを減らすためにマスク着用が重要です。",ja,,2021-09-16 07:39:16.000,COVID,negative,0.00,0.01,0.99,"Q) Does the severity of COVID-19 depend on the amount of virus infected?
A) Many observations suggest that severity depends on the amount of infection. Wearing a mask not only prevents infection, but also reduces the severity of infection. Wearing a mask is important to reduce the risk of infection, protect others, and reduce the risk of serious disease.",0
1438615465765609474,mtorrence,mtorrence5,1377698025221554184,2411,116,376,RT @RWMaloneMD: Prominent Medical Boards’ Message to Physicians—Keep Quiet on COVID-19 Vaccine or Risk Loss of Licensure &amp; Economic Livelih…,en,,2021-09-16 21:27:09.000,COVID,negative,0.00,0.39,0.61,NULL,0
1438947723252834310,Big John McCarthyism,theboxchecker,1034943873271910400,245,9,296,"RT @neetgod69: Just put up my 8 and 9 year old daughters for adoption. It was a tough choice, but I couldn’t risk them bringing home Covid-…",en,,2021-09-17 19:27:26.000,COVID,positive,0.88,0.00,0.12,NULL,0
1439219581181120518,Wendy Inglesby,WInglesby,1159046753364168705,1309,9,122,"RT @doctor_oxford: Frontline NHS staff have spent 19 long months risking their lives to protect others from Covid.

Now? We face abuse, hat…",en,,2021-09-18 13:27:42.000,COVID,negative,0.08,0.05,0.87,NULL,0
1439264888443097101,Maria,CatcatMariaa,2254956660,1,588,411,"RT @jantunen_matti: Long covid riskin myöntäminen kyseenalaistaisi omat valinnat, siis ne joita eivät ole tähän menessä kyseenalaistaneet k…",fi,Finland,2021-09-18 16:27:44.000,COVID,negative,0.01,0.02,0.97,"RT @jantunen_matti: Granting long COVID risk would call into question ones own choices, that is, those who have not questioned k...",0
1439310196048805897,💙🎓 🇪🇺Anonymous Ankylosaurus.,Ankylos49911238,1336314475163553792,14,17,63,RT @jo_woods11: Evidence proves that people with asthma are at increased risk from Covid and are the ONLY group with an underlying conditio…,en,the past,2021-09-18 19:27:46.000,COVID,negative,0.00,0.00,1.00,NULL,0
1439355502358634498,Rhodrigo Melo,RhodrigoM,1255120845732810752,508,4451,4942,"RT @GugaNoblat: O risco que adolescente sofre ao ser vacinado contra Covid é ficar imune à doença, o resto é sabotagem do pior governo do m…",pt,,2021-09-18 22:27:48.000,COVID,negative,0.00,0.00,1.00,"RT @GugaNoblat: The risk that adolescent suffers from being vaccinated against Covid is to be immune to the disease, the rest is sabotage of the worst government of the m...",0
1439415911530655753,adebashir,adebashir,87154951,9,1090,1328,"RT @Marimar_Aauw: Pernah tengkar di sosmed gara² fitnah petugas kesehatan

Tapi kami sehari² risiko pajanan COVID, HIV, hepatitis lah, atau…",in,,2021-09-19 02:27:51.000,COVID,negative,0.01,0.00,0.99,"RT @Marimar_Aauw: Once seen in sosmed because of the slander of health workers

But we are at risk of exposure to COVID, HIV, hepatitis, or...",0
1439506528080388096,Jen,JenLovesThis,84619688,24,178,376,RT @SuzyJourno: DUP councillor Paul Hamill regularly retweeted anti-vaccine material. He said his risk of dying from Covid was 0.0036%. He…,en,"Lisburn, Northern Ireland",2021-09-19 08:27:55.000,COVID,mixed,0.20,0.19,0.61,NULL,0
1439536734157479936,Redsteel,Redsteel67,2728398657,0,60,193,"@ThomasSwords @thelostemperor @dankennedy_nu He is not obese

I doubt he has diabetes because of his weight

He is a professional athlete that takes care of his body

Covid isn't a risk for him or his teammates (since Pablo isn't on the team)

Stop being a fear porn pushing drama queen",en,,2021-09-19 10:27:57.000,COVID,negative,0.22,0.00,0.78,NULL,0
1439612245495869440,Milo Mighty Squeak from the Pilbara,MiloWh007,958003062940954624,42,1783,4994,RT @MamaDoctorJones: @Kylihalle5 Data shows people who get Covid while pregnant have increased risk of pre-eclampsia. Data also shows vacci…,en,,2021-09-19 15:28:00.000,COVID,negative,0.00,0.01,0.99,NULL,0
1439675740816093195,Santona,Santona02189932,1158473203062312962,80,35,148,RT @wjzm4: Risiconiveau in regio Zuid-Holland Zuid is 4 ZEER ERNSTIG met over de laatste 5 weken gemiddeld 14 positief getesten per 100.000…,nl,,2021-09-19 19:40:19.000,COVID,negative,0.04,0.01,0.95,"RT @wjzm4: Risk level in the South Holland South region is 4 VERY SERIOUS with an average of 14 positive tests per 100,000...",0
1440050223540101120,Elaine Maxwell,maxwele2,140013897,1,6309,1784,RT @Drjohouse: @HSJptsafety @CCC_Outreach @Int_SRRS Will be discussing patient safety risks faced by long covid sufferers with @maxwele2 @s…,en,United Kingdom,2021-09-20 20:28:22.000,COVID,negative,0.00,0.02,0.98,NULL,0
1440201250818035720,Dr.Kenan Gönüllü,dentistgonullu,368853668,1180,62,78,"RT @kardiyobey: İşin uzmanı olarak uyarıyorum ⚠️

 #KalpKrizleriSalgını bir trol oyunu ve yanıltmacadır. Kalp krizi riskini asıl arttıran ş…",tr," İzmir",2021-09-21 06:28:30.000,COVID,negative,0.00,0.00,1.00,"RT @kardiyobey: As an expert, I warn ??

#KalpKrizleriSalgini is a troll game and a diversion. The one that actually increases the risk of heart attack...",0
1440231455666302984,Amanda Mae Brightwell,MaeBrightwell,1436233146853437442,0,42,497,"@Reuters We would be wise to follow this far more humane example, especially considering the disease risk with Covid, etc.",en,"Lakeland, FL",2021-09-21 08:28:31.000,COVID,negative,0.04,0.00,0.96,NULL,0
1440612090918563841,Chevalley Bernard,bernardjchevall,2375698452,1,269,514,RT @UlrichEGut: Riskantes Spiel: Wird die SVP zur Partei der Massnahmenskeptiker? #srf https://t.co/FE9a7Fx7qz,de,,2021-09-22 09:41:02.000,COVID,negative,0.00,0.00,1.00,RT @UlrichEGut: Risky game: Will the SVP become the party of the sceptics of measures? #srf https://t.co/FE9a7Fx7qz,0
1440820475144204288,Abigail Moreno,Abigail90942180,1438979878204870658,0,11,33,"Justicia para el personal de salud que ha arriesgado su vida en estos tiempos de #Covid 
#OaxacaSinSaludPorDespidos",es,,2021-09-22 23:29:05.000,COVID,negative,0.00,0.00,1.00,"Justice for the health workers who have risked their lives in these times of #Covid 
#OaxacaSinSaludPorDespidos",0
1440835580573536258,le,Simply_Elegant6,1175829848285052928,148,66,431,RT @mmpadellan: BREAKING: The FDA has approved Pfizer COVID-19 booster shots for people 65+ and at-risk adults.,en,,2021-09-23 00:29:06.000,COVID,negative,0.00,0.01,0.99,NULL,0
1440835579864780803,San Francisco Department of Emergency Management😷,SF_emergency,30343716,1,97482,900,"RT @Ahsha_Safai: Do you owe commercial back rent? 

Are you at risk of losing your business as a result of Covid-19? 

Would you like assis…",en,San Francisco,2021-09-23 00:29:06.000,COVID,mixed,0.41,0.08,0.51,NULL,0
1440944390294413314,Abnonhar,abnonhar,1409915711774933000,0,244,252,"@ntvde Worauf wartet man noch?! Kinder haben ein Risiko gegen null durch Corona,nun mehrfach belegt!Herr #Meidinger will selbst keine Impfpflicht f. Lehrer u. am liebsten wohl weiter voll bezahlt im Homeoffice sitzen? Leben eigentlich noch Kinder in Holland so ganz ohne Masken? 😉",de,Bahamas,2021-09-23 07:41:28.000,COVID,mixed,0.40,0.06,0.54,"@ntvde What are you waiting for?! Children have a risk close to zero due to Corona, now proven several times! Mr. #Meidinger does not want to be vaccinated for teachers and would like to continue to sit fully paid in the home office? Do children in Holland still live without masks? ??",0
1441258449820479493,💧sandyj,bsadams25,561549614,0,5076,3337,How do the COVID vaccines change your risk of infection? And are you less likely to pass it on? https://t.co/oP4OwBwBPE via @ABCaustralia,en,,2021-09-24 04:29:26.000,COVID,negative,0.00,0.00,1.00,NULL,0
1441318862188732417,ben ben,ben_ben_fr,1422124063137452032,0,4,24,"@Boris9999999 @f_philippot C'est pas vrai. Tout le monde n'a pas beaucoup plus de risque avec le covid qu'avec le vaccin, cf. ci-dessous par ex du comité de vaccination Anglais, et ça ne parle que des myocardites, et pas de tous les autres effets secondaires. https://t.co/RXhAYhI2wu",fr,,2021-09-24 08:29:29.000,COVID,negative,0.00,0.00,1.00,"@Boris9999999 @f_philippot Thats not true. Not everyone has much more risk with covid than with the vaccine, see below for example from the English vaccination committee, and it only talks about myocarditis, and not all the other side effects. https://t.co/RXhAYhI2wu",0
1441349067733307402,Lori,lori_australia,1296281463902449666,616,544,791,"RT @MarkBaileyMP: Queenslanders are not confused. They are very clear.

They do not want to die from the COVID virus due to the snail paced…",en,Australia,2021-09-24 10:29:31.000,COVID,negative,0.14,0.00,0.86,NULL,0
1441349068882538511,Captain Cliff,ProperLookout,823137448783912960,3,2443,2737,RT @Neurofourier: CDC’s Director Dr. Walensky has overridden one of the ACIP’s original votes that adults ages 18-64 with “increased risk f…,en,"""Amateurs Advertise"" - TMR",2021-09-24 10:29:31.000,COVID,negative,0.00,0.03,0.97,NULL,0
1441394378967339008,Fangirl Philosopher,sgeekfemale,964929798119313408,679,206,502,"RT @ASlavitt: BREAKING: Pfizer booster approved for any adults at-risk from COVID exposure who are 6 months past their second vaccine.

Att…",en,,2021-09-24 13:29:34.000,COVID,negative,0.00,0.01,0.99,NULL,0
1441427691987619848,Eichhörnchen Fan,FanEichhornchen,1431135113522331649,3,348,434,"RT @SDudando: @Markus_Soeder @nuernberg_de Zu den  e r h e b l i c h e n  Risiken und Nebenwirkungen, auf die gemäß des Heilmittelwerbegese…",de,,2021-09-24 15:41:56.000,COVID,negative,0.02,0.26,0.72,RT @SDudando: @Markus_Soeder @nuernberg_de The risks and side effects associated with the Therapeutic Products Advertising Law ...,0
1441805290144415744,Patrick Dessens,Patjed3,1046803709915779072,0,27,42,"@lianneberghuis1 @lientje1967 @MonaKeijzer En hoelang gaan we hiermee door? Corona verdwijnt nooit meer. Gewoon de nieuwe griep. Mensen met risico vrijwillig laten vaccineren en door. O ja, tot gisteren bestond dit probleem niet.",nl,"Delft, Nederland",2021-09-25 16:42:23.000,COVID,negative,0.02,0.01,0.97,"@lianneberghuis1 @lientje1967 @MonaKeijzer And how long will we continue with this? Corona never disappears again. Just the new flu. People at risk voluntarily get vaccinated and on. Oh yes, until yesterday this problem did not exist.",0
1441832359200952320,Barb Masterson,BarbMasterson3,1366506018432286724,25,164,183,"RT @MSNBC: CDC director endorses recommendations for a third dose of the Pfizer Covid-19 vaccine for certain at-risk groups, clearing the w…",en,,2021-09-25 18:29:57.000,COVID,negative,0.01,0.07,0.92,NULL,0
1441895836028391428,Die_Primel 💉💉😷,Die_Primel,14615214,18,3076,4998,"RT @risklayer: Tagesendstand 25/09

Am heutigen #Samstag wurden 34* neue #Corona Todesfälle gemeldet. 🖤🕯️
7-Tage-Schnitt: 58

Dazu 6.409* n…",de,Hamburg,2021-09-25 22:42:11.000,COVID,negative,0.00,0.01,0.99,"RT @risklayer: Daily balance 25/09

As of todays #Samstag, 34* new #Corona deaths were reported. ?????
7-day average: 58

In addition, 6,409* n...",0
1441907874825846791,Rene Carvajal,ReneCar99763837,1298425412939386881,1054,211,417,"RT @Craig_A_Spencer: A patient in the ER just asked me for a booster shot.

Unfortunately she was very confused. Because her oxygen was low…",en,"San Antonio, TX",2021-09-25 23:30:01.000,COVID,negative,0.00,0.00,1.00,NULL,0
1441956274019520514,Sonu Beniwal,Sbeniwal07,325868773,18,5,162,"RT @Trading0secrets: *4th year = gain 1.6lac (cash) ( learning - market was trending)

*5th year = lost 1lakh (learning - uncertainty,coron…",en,"New Delhi, India",2021-09-26 02:42:20.000,COVID,negative,0.10,0.30,0.60,NULL,0
1442225039017975808,Massimo T,Massimo_Terenzi,413114256,102,810,3044,"RT @GIORGIOMALAVOL1: La strage di giovani non si ferma.

Spiegatemi la logica di vaccinare ventenni a rischio morte Covid pari a zero.

Pos…",it,,2021-09-26 20:30:19.000,COVID,negative,0.01,0.01,0.98,"RT @GIORGIOMALAVOL1: The massacre of young people does not stop.

Explain to me the logic of vaccinating twenty-year-olds at risk of zero Covid death.

Pos...",0
1442255242846826504,Jassa Skott,JassaSkott,451870513,0,262,644,"2/ On the other hand, the U.S. likely cannot risk another big COVID variant upsurge where older vaccinations make people vulnerable again - causing more death, more people unable to work, more businesses going under, more of us living in fear of losing our homes and livelihoods.",en,,2021-09-26 22:30:20.000,COVID,negative,0.01,0.00,0.99,NULL,0
1442391144994725889,Robert. 🇦🇺,robertjoanne,536964902,1,109,474,RT @rightsagenda: The issue of mandating vaccination for work or to access goods and services carries a range of human rights risks. Our ex…,en,Brisbane Australia,2021-09-27 07:30:21.000,COVID,mixed,0.46,0.14,0.40,NULL,0
1442602610779820036,Chavanon,Chavano06738115,1310221223603908610,7,183,191,"RT @ZAPPING39426219: #Sofia est morte à cause du vaxxin alors qu'elle ne risquait rien avec le covid...

🙏🙏🙏",fr,,2021-09-27 21:30:39.000,COVID,negative,0.00,0.00,1.00,"RT @ZAPPING39426219: #Sofia died because of vaxxin when she risked nothing with covid...

??????",0
1442753633288802304,National Aspergillosis Centre,MFT_NAC,56970751,0,2709,395,"Research has shown the vaccines help:

👉reduce your risk of getting seriously ill or dying from COVID-19
👉reduce your risk of catching or spreading COVID-19
👉protect against COVID-19 variants

https://t.co/04hxkzczWo https://t.co/TUMPjKuirV",en,"Manchester, UK",2021-09-28 07:30:45.000,COVID,negative,0.09,0.20,0.71,NULL,0
1442798941402185731,Mannus,Mannus791029,967517213690421249,5,84,99,"RT @LilyBM26: Our families have to travel4-5 countries, paying over $5000 for flights and stays, putting themselves at risk with covid and…",en,"West Palm Beach, FL",2021-09-28 10:30:48.000,COVID,negative,0.00,0.02,0.98,NULL,0
1442919761101295617,Security Consciousness Arena,SecurityConsc11,1377940536481447936,6,86,287,"RT @POLITICSandFUN: OXFORD STUDY

Vaccinated groups at highest risk of Covid-19 hospitalisation and death identified using new QCovid tool…",en,,2021-09-28 18:30:53.000,COVID,negative,0.04,0.27,0.69,NULL,0
1442980170864889862,Tarak,TarakNL,467830653,0,1504,1808,"@mevrouwadvocaat @RuudvderVelden Welk recht van mensen in de risicogroepen refereert u dan specifiek aan? En hoe wordt dat recht geschonden door ongevaccineerden daar ook gevaccineerden anderen met covid-19 kunnen besmetten. Zelfde viral load zoals nu blijkt.
https://t.co/DtgQvYqFny",nl,Amsterdam,2021-09-28 22:30:56.000,COVID,negative,0.00,0.00,1.00,"@mevrouwadvocaat @RuudvderVelden What right of people in the at-risk groups do you refer to specifically? And how is that right violated by unvaccinated people there vaccinated people can also infect others with covid-19. Same viral load as it turns out now.
https://t.co/DtgQvYqFny",0
1442980171737288713,Adrienne,AdrienneP72,1420609576592842755,4,0,11,RT @business_gov_au: Scam risks have increased as a result of the COVID-19 pandemic and small business are being targeted. Download the Be…,en,,2021-09-28 22:30:56.000,COVID,negative,0.00,0.00,1.00,NULL,0
1443100990530625537,Eli Weyant,EliWeyant,291460755,334,24,275,"RT @MacDoesIt: #Ad I had COVID and my history of health issues made me higher risk but the vaccine saved my life, and the vaccine can save…",en,"Niagara Falls, NY",2021-09-29 06:31:02.000,COVID,positive,0.99,0.00,0.01,NULL,0
1443161401107918848,Aliénor,Darioritum,3077629085,11,151,66,"RT @2020Marceau: 92/107 Ils sont à zéro risque pour tout donc en aucun cas il faut les vacciner. 
Il dit qu’avec des chercheurs de John Hop…",fr,,2021-09-29 10:31:05.000,COVID,negative,0.00,0.00,1.00,"RT @2020Marceau: 92/107 They are at zero risk for everything so in no case should they be vaccinated. 
He says that with researchers from John Hop...",0
1443315563325972480,Oval 5,Ovalfuenf,4343772502,58,1001,1072,"RT @risklayer: Tagesendstand 29/09

Am heutigen #Mittwoch wurden 70 neue #Corona Todesfälle gemeldet. 🖤🕯️
7-Tage-Schnitt: 61

Dazu 12.213 n…",de,,2021-09-29 20:43:40.000,COVID,negative,0.00,0.02,0.98,"RT @risklayer: Daily balance 29/09

As of todays #Mittwoch, 70 new #Corona deaths were reported. ?????
7-day average: 61

In addition, 12,213 n...",0
1443327530438512642,tongzai,tgz88,785821044850302977,44,71,623,"RT @GeorgeGammon: 🔴 When we hear “Vaxs Are SAFE!”…how are they defining “safe?”

It doesn’t mean there’s 0 risk of severe complications eve…",en,,2021-09-29 21:31:13.000,COVID,negative,0.17,0.00,0.83,NULL,0
1443357734414471170,EMRailgun,EM_Railgun,856298356544610306,13,1273,4087,"RT @Forbes: Norway and Bulgaria are now at ""very high risk"" for travel due to Covid-19 https://t.co/38K2rfup2m https://t.co/BkrL2XDlLP",en,"Houston, TX",2021-09-29 23:31:14.000,COVID,negative,0.00,0.00,1.00,NULL,0
1443478553882808322,Murali,grumpeoldman,165328831,1,5857,251,RT @AiyarYamini: says a lot abt the value of ed in our society that we are willing to 'risk' covid for festivities rather than say we scale…,en,"Bombay, India",2021-09-30 07:31:20.000,COVID,negative,0.05,0.00,0.95,NULL,0
