TwitterID,UserName,TweeterHandle,UserID,RetweetCount,FollowerCount,FriendCount,TweetText,TweetLanguage,Location,Time,TweetSourceType,Sentiment,ConfidencePositiveSen,ConfidenceNeutralSen,ConfidenceNegativeSen,TranslatedText,UAEInterest
1435311110954131458,Michael Fischer,der_fisch001,2746439622,0,2275,1318,"Beim Arzt Frau gesehen, die die Impfung ablehnt und morgen in Urlaub will.

Warum war sie heute da? Weil sie wahrscheinlich Corona hat und auf die Schnelle nen PCR Test will. Schade, dass der Test 24 Stunden braucht, sie aber ganz früh losfahren will. Ist jetzt doof, wa?",de,Frankfurt,2021-09-07 18:36:50.000,COVID,negative,0.01,0.02,0.97,"Seen at the doctor woman who refuses the vaccination and wants to go on vacation tomorrow.

Why was she there today? Because she probably has Corona and wants a PCR test in a hurry. Its a pity that the test takes 24 hours, but she wants to leave very early. Is stupid now, huh?",0
1435356404362223619,PeterK #VerenigdRechtsNL,PeterK43579783,1111645607188459521,130,2528,3072,RT @KapiteinFrankTR: Waar nieuws sites met grote koppen zouden moeten melden 'Grondwet meermaals door DEMISSIONAIR kabinet overtreden!' of…,nl,,2021-09-07 21:36:49.000,COVID,negative,0.00,0.05,0.95,RT @KapiteinFrankTR: Where news sites with big headlines should report Constitution violated several times by THE OUTGOING cabinet! or...,0
1435504304966692874,ً,tenderlop,918708032221061122,676,35,164,"RT @hermawan_devina: Semenjak covid, selalu sedia uang kecil dalam berbagai nominal untuk bayar parkir. Juru parkirpun turut senang terima…",in,,2021-09-08 07:24:31.000,COVID,positive,0.68,0.30,0.02,"RT @hermawan_devina: Since covid, there is always a small money in various nominal to pay for parking. The parking attendant was also happy to receive...",0
1435582933566373890,Yanini,vera_yanini,3842868753,149,53,33,RT @KapiteinFrankTR: Waar nieuws sites met grote koppen zouden moeten melden 'Grondwet meermaals door DEMISSIONAIR kabinet overtreden!' of…,nl,Huissen,2021-09-08 12:36:57.000,COVID,negative,0.00,0.05,0.95,RT @KapiteinFrankTR: Where news sites with big headlines should report Constitution violated several times by THE OUTGOING cabinet! or...,0
1435628246733893633,Lebende Legende,real_legende,589401723,67,863,2260,"RT @Eddy_Bernayz: Früher hat man Deutsche im Urlaub an Sandalen mit weißen Socken erkannt, heute daran, dass sie als Einzige Maske tragen.…",de,"..da, wo du mich nie erwartest",2021-09-08 15:37:01.000,COVID,neutral,0.04,0.87,0.09,"RT @Eddy_Bernayz: In the past, Germans were recognized on holiday by sandals with white socks, today by the fact that they are the only ones wearing masks....",0
1435718874389954565,Mario Kostner,MarioKostner,2842636931,58,11,346,"RT @LiliHoliday: Euch ist eh allen klar, dass die Regierung gerade Kürzungen bei den Arbeitslosen plant, aber ein 1,5 Mrd. Steuergeschenk f…",de,Wien,2021-09-08 21:37:08.000,COVID,positive,0.48,0.09,0.43,"RT @LiliHoliday: You are all aware that the government is currently planning cuts to the unemployed, but a 1.5 billion tax gift for ...",0
1435884998872162305,Lotje Roosje,LotjeRoosje,1397769489769447430,0,119,312,??????? CORONA   GELOOF NIKS MEER VAN DIT  DEMISSIONAIRE  KABINET https://t.co/VdhAKBBbdm,nl,,2021-09-09 08:37:15.000,COVID,neutral,0.05,0.92,0.03,??????? CORONA DONT BELIEVE ANYTHING MORE OF THIS OUTGOING CABINET https://t.co/VdhAKBBbdm,0
1435900107275259907,Aly,Aly80868171,1399262004708265985,165,3,18,"RT @Eddy_Bernayz: Früher hat man Deutsche im Urlaub an Sandalen mit weißen Socken erkannt, heute daran, dass sie als Einzige Maske tragen.…",de,,2021-09-09 09:37:17.000,COVID,neutral,0.04,0.87,0.09,"RT @Eddy_Bernayz: In the past, Germans were recognized on holiday by sandals with white socks, today by the fact that they are the only ones wearing masks....",0
1435915209298771973,sheltem,sheltem_at_twit,90583662,0,4922,5402,"@nhk_news 菅義偉と創価学会の肝いり政策である 
「観光立国」と「GoToトラベル」について 
Excelにまとめておきました。^^ https://t.co/SRzcPndYdV

自治体ごとの超過死亡はこちら。↓
 https://t.co/tmD4aNBsMC

同じ因果関係の証明でも、 
経済効果や利用者数のほうが、
 じつは脆弱なんですよね。^^",ja,,2021-09-09 10:37:18.000,COVID,mixed,0.38,0.13,0.49,"@nhk_news is the key policy of Yoshihide Suga and the Soka Gakkai. 
About Tourism-Standing Country and GoTo Travel 
I put it together in Excel. ^^ https://t.co/SRzcPndYdV

Excess deaths for each municipality are here. ?
 https://t.co/tmD4aNBsMC

Even with the same causal proof, 
Economic effects and the number of users
 In fact, it is fragile. ^^",0
1436093299987734537,🇺🇸 Georgia 🍑 Deplorable Dreg,TomMasontime2,1175933203028348929,75,7388,7835,RT @PrisonPlanet: Officials are planning to replace objects in a time capsule stored in the base of the Robert E Lee statue that they tore…,en,USA,2021-09-09 22:24:58.000,COVID,negative,0.00,0.04,0.96,NULL,0
1436156819949379587,کرونا,corona_pandemic,1293949998749683718,1,722,1,"RT @sa17885622: خبر خوش برای عاشقان ارباب
نخست وزیر عراق، ظرفیت زائران #اربعین  ایران رو دو برابر کرد
مشروط به اینکه  سفر هوایی باشه
دو دوز…",fa,,2021-09-10 02:37:23.000,COVID,positive,0.97,0.03,0.00,"RT @sa17885622: Good news for master lovers
Iraqi PM doubles capacity of Iranian #?????? pilgrims
Provided its air travel.
Two doses...",0
1436168813569986565,Casey Hinds,CaseyHinds,461713420,56,7848,7616,"RT @markfollman: It’s time to mandate vaccination for air travel. You want to fly? You get the shot. You don’t want the shot? Fine, you don…",en,,2021-09-10 03:25:02.000,COVID,positive,0.96,0.03,0.01,NULL,0
1436171918533664770,Tess,Tess_blue815,730848414611718144,10,5116,2810,"RT @AmirZoref: Last flight before Corona Zeit
By Sivan Shavit https://t.co/VyCWtx1gT6",en,,2021-09-10 03:37:22.000,COVID,neutral,0.00,0.99,0.01,NULL,0
1436171957716795392,Monstervanwkoop,NweVerkiezingen,1395704707100839936,1,31,157,RT @Job47E: @NOS Onze koning Willem/Alexander geeft het goede voorbeeld hij gaat op vakantie in de Corona tijd.Hij heeft lak aan Jan met de…,nl,,2021-09-10 03:37:32.000,COVID,positive,0.99,0.01,0.00,RT @Job47E: @NOS Our king Willem/Alexander sets a good example he is going on holiday in the Corona time. He doesnt like Jan with the...,0
1436274533246320644,Dyan Smith,DyanSmi97443320,1235286593730211840,492,65,352,RT @GeorgePapa19: 27 U.S. Air Force Pilots Resign Over Covid-19 Vaccination Mandate - Daily News Break https://t.co/IB8d6xYxjW,en,,2021-09-10 10:25:08.000,COVID,neutral,0.00,0.89,0.11,NULL,0
1436319841942712366,Theodorra 🇺🇸❤️🇸🇮🇮🇹,SoOverThisBan,1412139228981514246,30,74,180,RT @NRO: There was a point in the COVID-19 pandemic at which drastic federal restrictions on foreign travelers made a certain sense. That p…,en,"Boston, MA",2021-09-10 13:25:10.000,COVID,negative,0.01,0.13,0.86,NULL,0
1436350046619029530,María Fernanda Bellorín,MaraFer84096000,1290300028435804160,8,7,27,"RT @IAIM_VE: #InfoIAIM📢 || #10Sep Acatando las medidas sanitarias todos los pasajeros que ingresan al país, pasan por la cabina de desinfec…",es,,2021-09-10 15:25:11.000,COVID,neutral,0.01,0.99,0.00,"RT @IAIM_VE: #InfoIAIM?? || #10Sep Complying with sanitary measures all passengers entering the country, pass through the disinfection cabin...",0
1436425561681825794,Vivre et mourir libre,deltaindiabravo,752953046,396,683,504,"RT @Planetes360: « Détecteur de Covid » de Valeo : vous imaginez bien qu’on n’investit pas dans ce genre de machine pour 3 mois, ni pour un…",fr,Paris 16,2021-09-10 20:25:16.000,COVID,negative,0.00,0.09,0.91,"RT @Planetes360: Valeos Covid Detector: you can imagine that we do not invest in this kind of machine for 3 months, nor for a...",0
1436428688988512270,Peter Rehbein (www.rehbein-2021.de),Rehbein_2021,1388586792635469824,0,261,157,"Während das #Bundesverfassungsgericht einen langen Urlaub macht, muss man mittlerweile als Gesunder in Quarantäne und auf Teile seines Lohns verzichten, wenn man Kontakt mit einem eventuell(!) infizierten Geimpften(!) hatte. Ein Rechtsstaat ist das nicht mehr. #COVID19 #Corona",de,"Hanau, Deutschland",2021-09-10 20:37:41.000,COVID,negative,0.15,0.08,0.77,"While the #Bundesverfassungsgericht makes a long holiday, you now have to quarantine as a healthy person and give up parts of your salary if you had contact with a possibly (!) infected vaccinated (!). This is no longer a constitutional state. #COVID19 #Corona",0
1436652099912228864,Blonde Gypsy,gypsyetta,2459302512,98,213,463,RT @cnni: United Airlines has told employees that they will be placed on indefinite unpaid leave if they refuse to get a Covid vaccine for…,en,,2021-09-11 11:25:26.000,COVID,negative,0.00,0.01,0.99,NULL,0
1436776043369705474,Konrad Renner,suvres,556664230,25,49,138,"RT @LiliHoliday: @npetergriffin @zarkojank Hier ist die gesamte Liste, ich hab die AUA rausgerechnet, weil Garantien. Man findet hier auch…",de,,2021-09-11 19:37:57.000,COVID,neutral,0.02,0.95,0.03,"RT @LiliHoliday: @npetergriffin @zarkojank Here is the whole list, I calculated the AUA, because guarantees. You will also find...",0
1436957282319822850,Corona Virus Updates,Corona_SSYT,1264545240414687232,2,2944,1,"RT @MicrobesInfo: #Dogs that detect #COVID-19 #coronavirus used at #Miami International #Airport ... 

| #MIA | #SARSCoV2 | #Canine | #Trav…",en,,2021-09-12 07:38:08.000,COVID,neutral,0.01,0.99,0.00,NULL,0
1436972385459179523,dirries ungeimpft,dirries,47998821,0,220,158,@NG54608342 Dänemark oder Südschweden. Da gibt es auch keinen Corona Streß mehr. Urlaub ist dort NORMAL möglich.,de,Deutschland,2021-09-12 08:38:09.000,COVID,positive,0.79,0.02,0.19,@NG54608342 Denmark or southern Swedish. There is also no more corona stress. Holidays are normally possible there.,0
1437029660848689153,John,john_j83,1305930566538326017,0,15,34,"@FBenthos @KerridgeTony @talkRADIO @iancollinsuk @beverleyturner No I’ve got the fact kids aren’t getting vaccinated as covid isn’t a risk to them, vaccine passports have been scrapped and looking like PCR tests for travelling are on the way out. Everything is supporting my argument. You want the opposite 😂😂 you absolute MUSHROOM!",en,,2021-09-12 12:25:44.000,COVID,mixed,0.73,0.01,0.26,NULL,0
1437059867517280259,Louis 🗣️ #Assange #Snowden Pardon ⚖️,Louis65719168,1349377755574644739,15,2029,2470,"RT @Planetes360: Australie : depuis le début de la vaccination, près de trois fois plus de morts signalées après vaccin qu'attribuées à la…",fr,"Majastres, France",2021-09-12 14:25:46.000,COVID,negative,0.00,0.00,1.00,"RT @Planetes360: Australia: since the beginning of vaccination, nearly three times more deaths reported after vaccination than attributed to the...",0
1437059867802365954,Monkey D Luffy,kanankanankiri6,1433337606473875462,0,68,141,"Kebijakan Reshuflle (Pergantian) Kabinet Merupakan Hak Preogratif Presiden

Vaksin Berantas Covid https://t.co/RCM1aKUz1O",in,,2021-09-12 14:25:46.000,COVID,neutral,0.00,0.99,0.01,"Cabinet Reshuflle Policy (Change) Is the Prerogative of the President

Covid-https://t.co/RCM1aKUz1O Vaccine",0
1437090071832788996,Connor Martinez,Conito_Bonito,1242603780891455491,10,286,942,RT @loisromano: France bans unvaccinated American travelers https://t.co/QrMIn6zTKM via @CNNTravel,en,New York City,2021-09-12 16:25:47.000,COVID,negative,0.00,0.49,0.51,NULL,0
1437105174288474113,Melike Taştepe,TastepeMelike,1433857369373556740,0,263,266,"Sayenizde Covid oldum teşekkür ederim MEB, siz hala okulların en güvenli yer olduğunu sanmaya devam edin. Kesinlikle maskesiz gezenler, kantin ve okul çıkışlarındaki sosyal mesafe... Ziya başkanım neredesin.... #MebUzaktanEğitimŞart",tr,,2021-09-12 17:25:48.000,COVID,positive,1.00,0.00,0.00,"Thanks to you, I have become Covid thank you MEB, you still think that schools are the safest place. Definitely unmasked travelers, social distancing from the canteen and school exits... Ziya president, where are you.... #MebUzaktanEgitimSart",0
1437135380671651840,JustSusan ⭐️,TassajaraRd,3133488306,34,9926,6420,"RT @WhiteHouse: This week, @POTUS:
-Visited NYC, Arlington, and Shanksville to commemorate the 20 year anniversary of 9/11
-Traveled to NY…",en,"Monterey Peninsula, Ca.",2021-09-12 19:25:50.000,COVID,neutral,0.01,0.99,0.00,NULL,0
1437180690655756288,Barb,Bigobie1102,933399041576116224,609,325,227,"RT @WhiteHouse: This week, @POTUS:
-Visited NYC, Arlington, and Shanksville to commemorate the 20 year anniversary of 9/11
-Traveled to NY…",en,"New York, USA",2021-09-12 22:25:52.000,COVID,neutral,0.01,0.99,0.00,NULL,0
1437331719431016448,Amy Cochrane,cochrane_amy,1606991119,1,263,713,"RT @BelTel: Revealed: Number of travellers to NI suspected of breaking Covid rules

https://t.co/uas5h03w9a https://t.co/retoWpYAX5",en,"Downpatrick, Northern Ireland",2021-09-13 08:26:00.000,COVID,negative,0.00,0.02,0.98,NULL,0
1437455665820315650,Ana Lau 💕,aniluh20,1339642502039695363,0,85,181,Puta madre estoy llena de FOMO por el Corona!!! 😭 capaz de gastarme todos mis ahorros y comprar un vuelo 😭,es,"Barcelona, ES",2021-09-13 16:38:32.000,COVID,negative,0.05,0.14,0.81,Fucking mother Im full of FOMO for the Corona!!! ?? able to spend all my savings and buy a flight ??,0
1437467645058633741,Diane4Peace⌛️ #FreeAssange!,Soozieceu,59908391,31,2632,3130,RT @osler78: Dr. Fauci calls for unvaccinated Americans to be banned from air travel and to mandate COVID-19 vaccines for school children.…,en,,2021-09-13 17:26:08.000,COVID,negative,0.00,0.16,0.84,NULL,0
1437573364013428739,D 🥂 healing is a process 💕,aemysticloey,1158029079330770944,200,131,250,RT @cnnphilippines: BREAKING: The IATF releases the guidelines for the pilot implementation of an alert level system in Metro Manila. The n…,en,,2021-09-14 00:26:13.000,COVID,neutral,0.12,0.75,0.13,NULL,0
1437621777220386816,J shawrtz,ShawrtzJ,1242592403510476800,81,439,1835,"RT @GeorgiaLogCabin: Chicago, IL deadlier for children than corona virus https://t.co/WV1xATU8sL",en,,2021-09-14 03:38:36.000,COVID,negative,0.01,0.34,0.65,NULL,0
1437772815369965575,MDR AKTUELL,MDRAktuell,19228733,0,72673,484,"Nur wenige positive Corona-Schnelltests bei sächsischen Schülern: Laut Kultusministerium waren von mehr als einer Million Tests nach den Ferien 219 positiv. Das entspricht 0,02 Prozent.",de,Leipzig,2021-09-14 13:38:46.000,COVID,positive,0.52,0.08,0.40,"Only a few positive corona rapid tests among Saxon students: According to the Ministry of Culture, out of more than one million tests after the holidays, 219 were positive. This corresponds to 0.02 percent.",0
1437787906001801221,Rei Fukai,ReiFukai503,973930951049805825,39,118,93,"RT @kantei: #菅内閣政策特集 #新型コロナ
詳細はこちら↓
《官邸HP「菅内閣政策集」》
https://t.co/rx3cNtFhrc
@sugawitter",ja,フェアリィ星,2021-09-14 14:38:44.000,COVID,neutral,0.02,0.96,0.02,"RT @kantei: #??????? #?????
Click here for details ?
«Kan Cabinet Policy Collection
https://t.co/rx3cNtFhrc
@sugawitter",0
1437860319603343363,Katy McConkey,KatyMcconkey,1239898856973836295,0,1454,1272,"@Dunworkin4 @MartinRemains It is criminal that good use was not made of the summer holidays to get ventilation and filtration sorted for schools and workplaces.

Improved air quality will have so many benefits beyond Covid, but until that's done we really need more making.",en,,2021-09-14 19:26:29.000,COVID,mixed,0.60,0.01,0.39,NULL,0
1438011359850024962,爆豪,AniieXx24,1283270333672218624,2193,6664,6909,"RT @twentyonepilots: We are committed to the safety of our fans, crew and everyone involved in the tour. All US shows on the Takeøver Tour…",en,México,2021-09-15 05:26:39.000,COVID,positive,0.59,0.39,0.02,NULL,0
1438026461944897536,Toptopandree,Toptopandree2,1315038427398758401,842,54,636,"RT @EnModeMacaron: Qui est le mystérieux cabinet McKinsey, qui accompagne Emmanuel Macron de la création d'En Marche à la vaccination contr…",fr,,2021-09-15 06:26:40.000,COVID,neutral,0.00,0.99,0.01,"RT @EnModeMacaron: Who is the mysterious McKinsey firm, which accompanies Emmanuel Macron from the creation of En Marche to the vaccination control ...",0
1438041563570053120,not_that_simple #FBPE 🌍🇪🇺🇬🇧,complexitybob,3008802363,44,492,662,"RT @Haggis_UK: Niall Paterson - Not one person was wearing a mask in the cabinet meeting, on the day you advised us to wear masks

Sajid Ja…",en,NW UK,2021-09-15 07:26:40.000,COVID,neutral,0.04,0.82,0.14,NULL,0
1438240991484563461,Lillian Bernal🎃,Dollisapi,5407202,4,428,435,"RT @RionYun: Amigos estoy llorandooooooo!!!

Pensé que no festejaría nada de las fiestas patrias xq Japón, Corona, y no tengo amigos mexica…",es,Constantinople/Pepperland,2021-09-15 20:39:08.000,COVID,negative,0.01,0.04,0.95,"RT @RionYun: Friends Im crying!!!

I thought I wouldnt celebrate anything of the national holidays xq Japan, Corona, and I have no Mexica friends...",0
1438286275400937472,rblondt,rblondt,1107682977088237573,130,144,50,"RT @PrisonPlanet: Despite having implemented a vaccine passport system, the Israeli Health Ministry has expressed concern about the fact th…",en,"Rio de Janeiro, Brazil",2021-09-15 23:39:04.000,COVID,neutral,0.02,0.79,0.19,NULL,0
1438316446631743490,Jeanne Nichols 🇺🇸,JeanneNichols1,305263131,49,155,339,RT @GeorgiaLogCabin: Biden administration limits access to corona virus treatment https://t.co/WROaBKn4Q5,en,,2021-09-16 01:38:58.000,COVID,neutral,0.01,0.70,0.29,NULL,0
1438346627358494720,Cheshire,Cheshire_neko_s,1231344841537159168,3,0,1,"RT @iori_sns: Unfortunately, 
the summer vacation is almost over.

I can't go out again this year because to the influence of Corona, so I…",en,,2021-09-16 03:38:53.000,COVID,negative,0.00,0.00,1.00,NULL,0
1438373820910370821,Jonny Razak,jonny_razak69,1431910467685871616,1115,2,43,RT @DGHisham: Kerajaan telah memutuskan untuk mewajibkan setiap pelancong yang akan bercuti ke Langkawi bermula 16 September 2021 menjalani…,in,,2021-09-16 05:26:57.000,COVID,neutral,0.11,0.67,0.22,RT @DGHisham: The government has decided to make it compulsory for every tourist who will be on holiday to Langkawi from 16 September 2021 to undergo...,0
1438388925295382528,Social Design Creative,SocialDesignCr1,1288409295474823176,1,2186,1,"RT @GlobeHonors: It’s obvious that the planet matters. Instead, the question should be why it matters and why it particularly matters for e…",en," 👉👉",2021-09-16 06:26:58.000,COVID,positive,0.86,0.11,0.03,NULL,0
1438434232573972480,🌹#공감,rafhanahtahir,442431438,3534,772,377,RT @DGHisham: Kerajaan telah memutuskan untuk mewajibkan setiap pelancong yang akan bercuti ke Langkawi bermula 16 September 2021 menjalani…,in,"EXOPlanet, DOH Kyungsoo",2021-09-16 09:27:00.000,COVID,neutral,0.11,0.67,0.22,RT @DGHisham: The government has decided to make it compulsory for every tourist who will be on holiday to Langkawi from 16 September 2021 to undergo...,0
1438497733321527302,Climate Babes (Roboeconomist nr. 1),climatebabes,23643572,0,2278,1258,"Baudet heeft hier een punt, al is de immuniteit na Corona zonder enig vaccin minder dan met alsnog een vaccin. Mvr. de Vries doet haar VVD lakei werk, want ze gaat het aan het kabinet vragen. Dat kan Baudet zelf ook wel. Je kunt echter niet debatteren met een lakei. https://t.co/pCd0RHdiAU",nl,"Den Haag, Nederland",2021-09-16 13:39:20.000,COVID,negative,0.02,0.36,0.62,"Baudet has a point here, although the immunity after Corona without any vaccine is less than with a vaccine. Mrs. de Vries is doing her VVD lackey work, because she is going to ask the cabinet. Baudet himself can do that. However, you can not argue with a lackey. https://t.co/pCd0RHdiAU",0
1438709158245814275,miguel angel terron,bolitocho,211760796,0,101,476,"@MariaanaN11 Decepción por la mala planeacion del torneo; la austeridad no es pretexto en renovar a jugadores viejos: Aguilar,Aldrete Shagui  Corona Baca; malos refuerzos Paserini Quick; en fin el prestigio del campeón se arrastró... alcanza a calificar con esto?",es,"mexico ",2021-09-17 03:39:27.000,COVID,negative,0.00,0.00,1.00,"@MariaanaN11 Disappointment at the poor planning of the tournament; austerity is not a pretext in renewing old players: Aguilar, Aldrete Shagui Corona Baca; bad reinforcements Paserini Quick; in short, the prestige of the champion dragged on... do you qualify with this?",0
1438796699862847491,𝔢𝔩𝔩𝔢,abbyghel23,2478237751,0,698,304,pls lng CoVid ah? Bet na bet ko na magtravel umalis ka na🥲,tl,yenyen,2021-09-17 09:27:19.000,COVID,neutral,0.01,0.99,0.00,pls lng CoVid ah? Im bet that youre going to get away with it??,0
1438826905847873539,Adrian Jones,AJUK29,3129124197,3,193,375,"RT @PlanetPonzi: #UK Reports #DeltaVariant  #Covid Death Rates: Majority Of Whom 90+% Were Over 50, Of the 2,336 deaths of people aged 50 o…",en,,2021-09-17 11:27:21.000,COVID,negative,0.00,0.00,1.00,NULL,0
1438993034318946304,drbartkeppel,drbartkeppel,1402533854490021890,0,9,194,"@silkiecarlo If you were/are vaccinated (none of business if you are or not), what would you do if identified as a close contact of someone who tested positive for Covid? Also with change of travel rules, would you still take the day 2 PCR on return from a foreign trip?",en,,2021-09-17 22:27:29.000,COVID,neutral,0.22,0.71,0.07,NULL,0
1439128969840930817,Ahmad Faraz,AhmadFa70544912,1057265575305588738,45,868,689,RT @sayedzbukhari: A good step by @GOVUK to remove Pakistan from travel #redlist. Pakistan is a responsible country that continues to deal…,en,,2021-09-18 07:27:38.000,COVID,positive,0.99,0.01,0.00,NULL,0
1439159171618910208,Scotty13 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧🌈,Glencoe1313,810426086022672386,0,341,752,"@Scots_Woe_Hey The concern must be that Scots will travel to Newcastle, Manchester and Birmingham and take business away from our 2 main airports, along with the jobs that go with them
The FM is using Covid to undermine our economy and strengthen her political position",en,Glasgow,2021-09-18 09:27:39.000,COVID,neutral,0.25,0.46,0.29,NULL,0
1439159173258911746,Mary Harrington,maryharryheff,1270630717,3,3720,5001,"RT @caulmick: Routine contact tracing of air passengers who test positive for Covid-19 has ended, under new advice issued by #HSE

▪️In fut…",en,Limerick,2021-09-18 09:27:39.000,COVID,neutral,0.07,0.83,0.10,NULL,0
1439279991187980295,#QuemMandouMatarBolsonaro,andrebattalhini,22099605,237,1450,3468,"RT @BarbeariaPoian: Um Cruzeiro que saiu do Texas rumo ao Caribe, com 100% dos passageiros 💉💉💉 e com o passaporte sanitário obrigatório tev…",pt,"Maceió, Alagoas, Brasil",2021-09-18 17:27:45.000,COVID,neutral,0.02,0.98,0.00,"RT @BarbeariaPoian: A Cruise that left Texas for the Caribbean, with 100% of ?????? passengers and with a mandatory health passport tev...",0
1439388772282421249,Paulson Singnar,PaulsonSingnar2,1429052829289783296,0,0,7,"@RumiDeb11 Corona ase passenger uthabo nalage.,..",no,Chokihola,2021-09-19 00:40:00.000,COVID,neutral,0.00,1.00,0.00,"@RumiDeb11 Corona ase passenger uthabo nalage.,..",0
1439403901522829315,lizbeth⁷,hobixxjimin,1074556172391219201,281,335,508,"RT @jmnverse: don't wait for bts in the airport 😭😭 it was a 14 hours flight, they must be exhausted plus corona still exists?? if ur there…",en,she/her,2021-09-19 01:40:07.000,COVID,negative,0.01,0.01,0.98,NULL,0
1439627348605906947,Edie Ledford 🇺🇲,edie_ledford,1406073061284196353,423,585,1981,RT @PrisonPlanet: Singapore reports highest number of COVID cases since April 2020 despite over 80 per cent of population being vaccinated.,en,,2021-09-19 16:28:01.000,COVID,neutral,0.00,0.99,0.01,NULL,0
1439705933131747330,Maria del Carmen,Mariade98856221,1423470032491880449,43,4,13,"RT @chefkiwilimon: ¡Corónate como el rey de las fiestas con estos #TACOS al PASTOR! 🍍👑
Receta 👉 https://t.co/Brvwc5cNo2 https://t.co/bxYjQv…",es,,2021-09-19 21:40:17.000,COVID,neutral,0.11,0.87,0.02,"RT @chefkiwilimon: Unite yourself as the king of the holidays with these #TACOS to the SHEPHERD! ????
Recipe ?? https://t.co/Brvwc5cNo2 https://t.co/bxYjQv...",0
1439766346212859904,aiaimi　に変更しました,aiai_masako_mam,287522154,0,279,241,"@ny_fep 内閣府がワクチン検査パッケージに対する国民の意見を募ってるので、是非ふざけるなと述べて下さい。

#ワクチン検査パッケージ反対
#ワクチンパスポート反対 
#ワクチン危険

https://t.co/Pw2nCQGGKg",ja,名古屋市,2021-09-20 01:40:21.000,COVID,negative,0.02,0.22,0.76,"@ny_fep The Cabinet Office is soliciting public opinion on the vaccine testing package, so please dont be kidding me.

#?????????????
#??????????? 
#??????

https://t.co/Pw2nCQGGKg",0
1439838785668362240, Sam the Westie,samthewestie,137107235,0,227,329,"Shocking to hear on local BBC an interview with a local travel rap. Who from the off is totally playing down Covid.Saying lateral flow tests are best,Travel won’t increase number of cases.Even promoting other counties and use of unproved treatments.All going totally unchallenged",en,http://about.me/samthewestie,2021-09-20 06:28:12.000,COVID,mixed,0.47,0.02,0.51,NULL,0
1439841858314702857,DERAN,DERAN83168777,1383059098762149891,2,1,1,"RT @niki0_00: Ne tatile gittim ne de konserlere, yalan yok arada ciktim INSANIM SONUCTA, amma baskasini ve ya kendimi tehlikeye atcak hic b…",tr,,2021-09-20 06:40:24.000,COVID,positive,0.84,0.15,0.01,"RT @niki0_00: Ive never been on vacation or to concerts, no lies, Ive gone out in between.",0
1439929401651699716,Eugenia Rojas,Eugenia70462387,888936202988138496,273,542,600,"RT @PiensaPrensa: Pasajero viajó -en Bus- con covid positivo, se necesita urge te ubicar https://t.co/BJjSUa1tzy",es,Región Metropolitana,2021-09-20 12:28:16.000,COVID,positive,0.67,0.25,0.08,"RT @PiensaPrensa: Passenger traveled -by Bus- with positive covid, it is urgent to locate you https://t.co/BJjSUa1tzy",0
1439962692803047424,Tere,Tere_mtzg,1153483700681580545,317,230,237,"RT @chefkiwilimon: ¡Corónate como el rey de las fiestas con estos #TACOS al PASTOR! 🍍👑
Receta 👉 https://t.co/Brvwc5cNo2 https://t.co/bxYjQv…",es,,2021-09-20 14:40:33.000,COVID,neutral,0.11,0.87,0.02,"RT @chefkiwilimon: Unite yourself as the king of the holidays with these #TACOS to the SHEPHERD! ????
Recipe ?? https://t.co/Brvwc5cNo2 https://t.co/bxYjQv...",0
1439977786857373698,Hindu Think Tank UK (Hindus in the UK),HindusinUK,1266874316,0,4126,4260,"#Covid #Corona #UK #India #Hindu #discrimination #racist #vaccine “UK Government’s discrimination against Indians travelling from India to UK”. Fully Vaccinated Indians To Be Considered Unvaccinated even though both countries administer the same vaccine. 
https://t.co/3eKhVazGgD",en,United Kingdom,2021-09-20 15:40:32.000,COVID,negative,0.00,0.22,0.78,NULL,0
1440020015986655233,Big G,BigG22177440,1266859397344628736,1675,334,969,"RT @laurenboebert: Vaccinated travelers from the EU &amp; UK will be allowed into the US with a negative COVID-19 test.

Of course, at the Sout…",en,"Wisconsin, USA",2021-09-20 18:28:20.000,COVID,negative,0.00,0.03,0.97,NULL,0
1440050223053606914,Fran C,Cilan26_,985325519087513600,256,408,727,RT @AssociatedPress: President Joe Biden will ease foreign travel restrictions into the U.S. beginning in November and allow foreign nation…,en,,2021-09-20 20:28:22.000,COVID,neutral,0.25,0.72,0.03,NULL,0
1440050223741501440,Jennifer,angelmilan,27953675,2157,231,442,"RT @laurenboebert: Vaccinated travelers from the EU &amp; UK will be allowed into the US with a negative COVID-19 test.

Of course, at the Sout…",en,"Seal Beach, CA",2021-09-20 20:28:22.000,COVID,negative,0.00,0.03,0.97,NULL,0
1440080429923532804,Franco Pastura,Osofranco,144822660,146,6340,6344,RT @Mau_Albornoz: ⭕️🇺🇸 Todos los viajeros internacionales que quieran ingresar a los EE. UU. deberán estar completamente vacunados contra C…,es,"Buenos Aires, Argentina",2021-09-20 22:28:24.000,COVID,neutral,0.02,0.97,0.01,RT @Mau_Albornoz: ?????? All international travelers who want to enter the U.S. will need to be fully vaccinated against C...,0
1440098612311203841,LakutinaBerry,SaviorBerry,1300534354347782147,43,469,2435,"RT @SMMgirl: Israel PM Bennet in a corona cabinet meeting: ""I want parents to fight each other. I want parents who jabbed their kids to pre…",en,,2021-09-20 23:40:39.000,COVID,negative,0.00,0.01,0.99,NULL,0
